COMMUN,MUNPOP50,MUNPOP60,MUNPOP70,MUNPOP80,MUNPOP90,MUNPOP00,COMPOP50,COMPOP60,COMPOP70,COMPOP80,COMPOP90,COMPOP00,POLCAT,METROCAT,CATTLE,PIGS,GRAINCAP,EJIDO,DTAWARD1,DTAWARDL,AWARDSZ,NAGRINST,HCTCORN,HCTWHEAT,HCTBEANS,HCTSORG,HCTPOTAT,HCTFORGE,HCTSUGAR,HCTOTHER,DISCORN,DISWHEAT,DISBEAN,DISSORG,DISPOTAT,DISFORGE,DISSUGAR,DISOTHER,HCTIRLND,HCTRNLND,HCTPASTR,HCTWOODS,HCTORCH,HCTPRIV,HCTEJIDO,HCTCMNL,PRCIRLND,PRCRNLND,PRCPASTR,PRCORCH,IRRIGATE,DAM,WELLSPRG,RESVOIR,HCTIRDAM,HCTIRWEL,HCTIRRES,FUNDDAM,FUNDWELL,FUNDRES,FACTORY,DURFACT,NDURFACT,MANUFPCS,MANPRDCT,LFPF50,LFPF60,LFPF70,LFPF80,LFPF90,LFPF00,AGRIF50,AGRIF60,AGRIF70,AGRIF80,AGRIF90,AGRIF00,MANUF50,MANUF60,MANUF70,MANUF80,MANUF90,MANUF00,SERVF50,SERVF60,SERVF70,SERVF80,SERVF90,SERVF00,LFPM50,LFPM60,LFPM70,LFPM80,LFPM90,LFPM00,AGRIM50,AGRIM60,AGRIM70,AGRIM80,AGRIM90,AGRIM00,MANUM50,MANUM60,MANUM70,MANUM80,MANUM90,MANUM00,SERVM50,SERVM60,SERVM70,SERVM80,SERVM90,SERVM00,SELF50,SELF60,SELF70,SELF80,SELF90,SELF00,OWNER50,OWNER60,OWNER70,OWNER80,OWNER90,OWNER00,LTMIN70,LTMIN80,LTMIN90,LTMIN00,MINX270,MINX280,MINX290,MINX200,DEATHS,CRIMES,ED6YR50,ED6YR60,ED6YR70,ED6YR80,ED6YR90,ED6YR00,CANTREAD,DIRTFLR,RUNWATER,ELECTRIC,NOPLMBNG,HSGINVST,CATHCHCH,PROTCHCH,PRIMSCH,SECONSCH,ACADEMY,PREPSCH,NORMSCH,UNIVERS,YRPRIM,YRSECON,YRPREP,DOCTROFF,GOVCLNCS,HOSPITAL,POSTOFFS,HOTELS,BANKS,YRBANK1,CAMBIOS,YRELEC,PCNTELEC,YRWATER,YRLIGHT,YRTELE,YRPOST,YRTGRAPH,MAJPAVED,MAJCOBB,YRPAVE,KMTOPAVE,MINTOHW,PAVETOHW,YRPAVEHW,TAXIS,TRAINSTN,PLAZA,MARKET,IMSSHOSP,PHARMACY,LENDERS,LENDRATE,VIDEO,SATDISH,BASEBALL,SOCCER,BASKETBL,BBLEAGUE,SCLEAGUE,BKLEAGUE,PARISH,PSMONTH,PSDAY,OSMONTH,OSDAY,SDCHANGE,SDRETURN,SDMASS,CPELEC,CPWATER,CPLIGHT,CPTELE,CPTGRAPH,CPPLAZA,MFELEC,MFWATER,MFLIGHT,MFPLAZA,MFMARKET,MFSPORTS,MFCHURCH,MFSCHOOL,MXWEIGHT,USWEIGHT,MUNPOP10,COMPOP10,LFPM10,LFPF10,AGRIM10,MANUM10,SERVM10,AGRIF10,MANUF10,SERVF10,SELF10,OWNER10,LTMIN10,MINX210,ED6YR10,horate90,horate91,horate92,horate93,horate94,horate95,horate96,horate97,horate98,horate99,horate00,horate01,horate02,horate03,horate04,horate05,horate06,horate07,horate08,horate09,horate10,horate11,horate12,horate13,horate14,horate15
81,7000,9000,11000,567000,14000,15000,1000,1000,1000,1000,1000,1000,2,4,9999,9999,9999,1,1920,1960,20,7,9999,9999,9999,0,0,9999,0,0,3,1,1,8888,8888,3,8888,8888,16700,2500,80,0,0,25000,19000,0,45000,9999,9999,8888,1,2,1,1,0,9999,9999,8888,1,3,9999,9999,9999,24,20050,.0476663356504469,.0710128055878929,.0790921595598349,.156388751850025,.167165967645297,.286843072399853,.410674157303371,.421348314606741,.300469483568075,.185177562622665,.0698856416772554,.0219414893617021,.00842696629213483,.0168539325842697,.0516431924882629,.182111303995084,.312579415501906,.535904255319149,.580898876404494,.561797752808989,.647887323943662,.63271113338225,.617534942820839,.442154255319149,.813008130081301,.747720364741641,.725658648339061,.733228980322003,.68518169836189,.675720315654249,.931931014307368,.937613019891501,.900198807157058,.798943505534664,.69768820391227,.398690950483779,.0125621474962464,.0108499095840868,.0369781312127237,.0928814781730483,.148784825133373,.393284006829824,.0555068381963854,.0515370705244123,.0628230616302187,.108175016292288,.153526970954357,.208025042686397,.601427721594289,.339097427245888,.304173354735153,.231973169368362,.204650036328409,.171791311247768,.00535395597858418,.0134964150147617,.0252808988764045,.0718278367803242,.0254298861709857,.0148780003967467,.549777613479386,.590878189248953,.171065493646139,.0914216673378977,.0697542658131797,.125983003364687,.268084066471163,.494965767217076,56,19,.0628591128476212,.0790899241603467,.163775589935928,.383080606544294,.545666537116207,.642309468822171,6.02758896441423,1.91326530612245,95.8194408822775,96.8845760980592,17.0719221909393,170,1,1,1,0,0,0,0,0,1960,8888,8888,2,3,1,2,0,0,8888,0,1950,92,1945,1975,8888,8888,8888,2,2,8888,6,10,2,8888,2,2,2,2,1,0,2,8888,0,4,0,0,1,2,2,2,1,10,21,8888,8888,2,9999,1,2,2,2,8888, ,8888,2,2,2,8888,8888,2,2,2,1,8888,17000,1000,.733013465407832,.287396013184743,.563700596158092,.254360786045485,.179068226981674,.102824858757062,.350282485875706,.533898305084746,.11283676703645,.0456418383518225,.0996,.524,.752887016229713,7.06514059629787,14.0030131297854,6.93844566998743,0,6.81402268775709,0,0,6.72368633026397,0,13.3896929612787,6.68047297748681,19.7923157380744,6.51543625055985,0,0,0,12.4212148057144,6.14639152118488,66.9112357444213,42.1396136937673,77.4501042597557,241.740076708115,192.559470561375,190.568461409715,88.8955188830771,35.5113636363636
82,131000,277000,424000,567000,798000,1219000,123000,262000,407000,544000,790000,1189000,2,1,9999,9999,15000,1,1930,9999,6,1,655,0,0,0,0,2290,0,0,3,8888,8888,8888,8888,3,8888,8888,5000,0,0,0,0,161454,33127,0,9999,8888,8888,8888,1,2,1,2,0,9999,0,8888,1,8888,2279,9999,775,2802,26522662,.172438399865676,.202135293222292,.190579720718486,.367749471411885,.31763353773211,.400676073900528,.0425626298830299,.0494590417310665,.0222156771994783,.0118783200596498,.00154096291982139,.000825663410949961,.128232532859125,.129277986310444,.168889636891488,.348647157797326,.528404678703164,.536085971402604,.829204837257845,.82126297195849,.808894685909034,.639474522143024,.470054358377014,.463088365186446,.805367366412214,.81059943651025,.651540687505962,.730206055787451,.752765058777356,.776001420869261,.264148509233759,.23725816041835,.116760279779568,.0683686850145677,.0199770902495678,.00856204781377792,.28421545232646,.33940632098916,.332132259431963,.421326887222637,.510521515013311,.560727298940967,.451636038439782,.42333551859249,.55110746078847,.510304427762795,.469501394737121,.430710653245255,.248583604913512,.173920915411356,.154088230792776,.119113386431842,.123347736771269,.112432373514104,.019453497117072,.02296977597528,.115769436792164,.0634170655977736,.0285896436920026,.0307020577736135,.358521700732666,.237621475633683,.0676513670059706,.0375953901261486,.275667045758248,.268737365343407,.527537158620279,.57454112621532,4689,1452,.410272871402095,.312364474937185,.388906857018922,.67001348624056,.770390878157937,.833197064485379,2.56668416718274,3.15953158981468,96.4546893986818,99.0676766531458,6.12634393831163,16283,9999,9999,412,103,15,40,1,9,1814,1929,9999,311,1,6,128,64,9999,1888,9999,9999,95,1910,9999,1908,1919,9999,1,2,1924,0,0,1,1929,1,1,1,1,1,9999,1,9999,9999,9999,5,12,2,1,1,1,1,8,10,8888,8888,2,1,9999,1,1,1,1, ,2,2,2,2,2,2,2,2,2,10.6,8888,1332000,1321000,.747662884927066,.392487415911054,.00914882989998416,.474612301582467,.501407043746269,.00204211194582584,.407523013437731,.569199026558036,.168115988977727,.0189852786646933,.0812,.473,.883734474969751,5.63557374523951,8.24160614414943,6.2655990107163,12.2776569151314,21.7617334625524,32.1214169794799,28.0907531072475,23.8530955154956,22.4509720096903,13.0293543418233,20.8398799819825,20.0459007733272,21.3413106739605,16.0040116928962,15.3029895405268,17.2842025434427,17.235157718973,14.5363894090537,119.962396238068,180.599855298146,282.704929169879,170.818388447336,63.4459377831914,45.7003137317973,43.0695562897761,31.6278267370146
83,131000,277000,424000,567000,798000,1219000,123000,262000,407000,544000,790000,1189000,2,1,9999,9999,15000,1,1930,9999,6,1,655,0,0,0,0,2290,0,0,3,8888,8888,8888,8888,3,8888,8888,5000,0,0,0,0,161454,33127,0,9999,8888,8888,8888,1,2,1,2,0,9999,0,8888,1,8888,2279,9999,775,2802,26522662,.172438399865676,.202135293222292,.190579720718486,.367749471411885,.31763353773211,.400676073900528,.0425626298830299,.0494590417310665,.0222156771994783,.0118783200596498,.00154096291982139,.000825663410949961,.128232532859125,.129277986310444,.168889636891488,.348647157797326,.528404678703164,.536085971402604,.829204837257845,.82126297195849,.808894685909034,.639474522143024,.470054358377014,.463088365186446,.805367366412214,.81059943651025,.651540687505962,.730206055787451,.752765058777356,.776001420869261,.264148509233759,.23725816041835,.116760279779568,.0683686850145677,.0199770902495678,.00856204781377792,.28421545232646,.33940632098916,.332132259431963,.421326887222637,.510521515013311,.560727298940967,.451636038439782,.42333551859249,.55110746078847,.510304427762795,.469501394737121,.430710653245255,.248583604913512,.173920915411356,.154088230792776,.119113386431842,.123347736771269,.112432373514104,.019453497117072,.02296977597528,.115769436792164,.0634170655977736,.0285896436920026,.0307020577736135,.358521700732666,.288207275189241,.0676513670059706,.0375953901261486,.275667045758248,.268737365343407,.527537158620279,.57454112621532,4689,1452,.410272871402095,.312364474937185,.388936455205848,.67001348624056,.770390878157937,.833197064485379,2.56668416718274,3.15953158981468,96.4546893986818,99.0676766531458,6.12634393831163,16283,9999,9999,412,103,15,40,1,9,1814,1929,9999,311,1,6,128,64,9999,1888,9999,9999,95,1910,9999,1908,1919,9999,1,2,1924,0,0,1,1929,1,1,1,1,1,9999,1,9999,9999,9999,5,12,2,1,1,1,1,8,10,8888,8888,2,1,9999,1,1,1,1, ,2,2,2,2,2,2,2,2,2,10.1,8888,1332000,1321000,.747662884927066,.392487415911054,.00914882989998416,.474612301582467,.501407043746269,.00204211194582584,.407523013437731,.569199026558036,.168115988977727,.0189852786646933,.0812,.473,.883734474969751,5.63557374523951,8.24160614414943,6.2655990107163,12.2776569151314,21.7617334625524,32.1214169794799,28.0907531072475,23.8530955154956,22.4509720096903,13.0293543418233,20.8398799819825,20.0459007733272,21.3413106739605,16.0040116928962,15.3029895405268,17.2842025434427,17.235157718973,14.5363894090537,119.962396238068,180.599855298146,282.704929169879,170.818388447336,63.4459377831914,45.7003137317973,43.0695562897761,31.6278267370146
84,131000,277000,424000,567000,798000,1219000,123000,262000,407000,544000,790000,1189000,2,1,9999,9999,15000,1,1930,9999,6,1,655,0,0,0,0,2290,0,0,3,8888,8888,8888,8888,3,8888,8888,5000,0,0,0,0,161454,33127,0,9999,8888,8888,8888,1,2,1,2,0,9999,0,8888,1,8888,2279,9999,775,2802,26522662,.172438399865676,.202135293222292,.190579720718486,.367749471411885,.31763353773211,.400676073900528,.0425626298830299,.0494590417310665,.0222156771994783,.0118783200596498,.00154096291982139,.000825663410949961,.128232532859125,.129277986310444,.168889636891488,.348647157797326,.528404678703164,.536085971402604,.829204837257845,.82126297195849,.808894685909034,.639474522143024,.470054358377014,.463088365186446,.805367366412214,.81059943651025,.651540687505962,.730206055787451,.752765058777356,.776001420869261,.264148509233759,.23725816041835,.116760279779568,.0683686850145677,.0199770902495678,.00856204781377792,.28421545232646,.33940632098916,.332132259431963,.421326887222637,.510521515013311,.560727298940967,.451636038439782,.42333551859249,.55110746078847,.510304427762795,.469501394737121,.430710653245255,.248583604913512,.173920915411356,.154088230792776,.119113386431842,.123347736771269,.112432373514104,.019453497117072,.02296977597528,.115769436792164,.0634170655977736,.0285896436920026,.0307020577736135,.358521700732666,.288207275189241,.0676513670059706,.0375953901261486,.275667045758248,.268737365343407,.527537158620279,.57454112621532,4689,1452,.410272871402095,.312364474937185,.388936455205848,.67001348624056,.770390878157937,.833197064485379,2.56668416718274,3.15953158981468,96.4546893986818,99.0676766531458,6.12634393831163,16283,9999,9999,412,103,15,40,1,9,1814,1929,9999,311,1,6,128,64,9999,1888,9999,9999,95,1910,9999,1908,1919,9999,1,2,1924,0,0,1,1929,1,1,1,1,1,9999,1,9999,9999,9999,5,12,5,1,1,1,1,8,10,8888,8888,2,1,9999,1,1,1,1, ,2,2,2,2,2,2,2,2,2,12.3,8888,1332000,1321000,.747662884927066,.392487415911054,.00914882989998416,.474612301582467,.501407043746269,.00204211194582584,.407523013437731,.569199026558036,.168115988977727,.0189852786646933,.0812,.473,.883734474969751,5.63557374523951,8.24160614414943,6.2655990107163,12.2776569151314,21.7617334625524,32.1214169794799,28.0907531072475,23.8530955154956,22.4509720096903,13.0293543418233,20.8398799819825,20.0459007733272,21.3413106739605,16.0040116928962,15.3029895405268,17.2842025434427,17.235157718973,14.5363894090537,119.962396238068,180.599855298146,282.704929169879,170.818388447336,63.4459377831914,45.7003137317973,43.0695562897761,31.6278267370146
85,131000,277000,424000,567000,798000,1219000,123000,262000,407000,544000,790000,1189000,2,1,9999,9999,15000,1,1930,9999,6,1,655,0,0,0,0,2290,0,0,3,8888,8888,8888,8888,3,8888,8888,5000,0,0,0,0,161454,33127,0,9999,8888,8888,8888,1,2,1,2,0,9999,0,8888,1,8888,2279,9999,775,2802,26522662,.172438399865676,.202135293222292,.190579720718486,.367749471411885,.31763353773211,.400676073900528,.0425626298830299,.0494590417310665,.0222156771994783,.0118783200596498,.00154096291982139,.000825663410949961,.128232532859125,.129277986310444,.168889636891488,.348647157797326,.528404678703164,.536085971402604,.829204837257845,.82126297195849,.808894685909034,.639474522143024,.470054358377014,.463088365186446,.805367366412214,.81059943651025,.651540687505962,.730206055787451,.752765058777356,.776001420869261,.264148509233759,.23725816041835,.116760279779568,.0683686850145677,.0199770902495678,.00856204781377792,.28421545232646,.33940632098916,.332132259431963,.421326887222637,.510521515013311,.560727298940967,.451636038439782,.42333551859249,.55110746078847,.510304427762795,.469501394737121,.430710653245255,.248583604913512,.173920915411356,.154088230792776,.119113386431842,.123347736771269,.112432373514104,.019453497117072,.02296977597528,.115769436792164,.0634170655977736,.0285896436920026,.0307020577736135,.358521700732666,.288207275189241,.0676513670059706,.0375953901261486,.275667045758248,.268737365343407,.527537158620279,.57454112621532,4689,1452,.410272871402095,.312364474937185,.388936455205848,.67001348624056,.770390878157937,.833197064485379,2.56668416718274,3.15953158981468,96.4546893986818,99.0676766531458,6.12634393831163,16283,9999,9999,412,103,15,40,1,9,1814,1929,9999,311,1,6,128,64,9999,1888,9999,9999,95,1910,9999,1908,1919,9999,1,2,1924,0,0,1,1929,1,1,1,1,1,9999,1,9999,9999,9999,5,12,2,1,1,1,1,8,10,8888,8888,2,1,9999,1,1,1,1, ,2,2,2,2,2,2,2,2,2,9.6,8888,1332000,1321000,.747662884927066,.392487415911054,.00914882989998416,.474612301582467,.501407043746269,.00204211194582584,.407523013437731,.569199026558036,.168115988977727,.0189852786646933,.0812,.473,.883734474969751,5.63557374523951,8.24160614414943,6.2655990107163,12.2776569151314,21.7617334625524,32.1214169794799,28.0907531072475,23.8530955154956,22.4509720096903,13.0293543418233,20.8398799819825,20.0459007733272,21.3413106739605,16.0040116928962,15.3029895405268,17.2842025434427,17.235157718973,14.5363894090537,119.962396238068,180.599855298146,282.704929169879,170.818388447336,63.4459377831914,45.7003137317973,43.0695562897761,31.6278267370146
86,5000,5000,6000,6000,6000,6000,2000,3000,3000,4000,5000,5000,2,2,9999,9999,9999,1,1946,1948,400,2,328,0,80,300,0,0,0,30,2,8888,2,2,8888,8888,8888,1,470,600,600,0,470,0,1572,0,45000,40000,30000,100000,1,2,1,1,0,470,470,8888,2,2,33,6,27,44,6682,.0497366881217086,.126760563380282,.0939445387662705,.168175321581706,.161118508655126,.236356340288925,.301692665117823,.565217391304348,.169934640522876,.0910648812370477,.0121951219512195,.0106382978723404,.327082641885164,.0434782608695652,.0784313725490196,.165740076518412,.253048780487805,.322695035460993,.371224692997013,.391304347826087,.751633986928104,.74319504224454,.734756097560976,.666666666666667,.853422168382798,.600728155339806,.767429193899782,.750239234449761,.634379263301501,.627133479212254,.86428452717301,.824242424242424,.751082251082251,.596783456829469,.442484662576687,.3125,.0402701604712574,.0555555555555556,.11038961038961,.193615050593578,.276840490797546,.350574712643678,.0954453123557328,.12020202020202,.138528138528139,.209601492576953,.280674846625767,.336925287356322,.592203898050974,.418350168350168,.36697247706422,.265222482435597,.18855421686747,.151097498723839,.00299850074962519,.00505050505050505,.0458715596330275,.0468384074941452,.0102409638554217,.0173557937723328,.55327479494431,.63016013093271,.354698195395146,.201680672268908,.166256745084164,.153906408560713,.198506533914126,.36922268907563,46,10,.0928571428571429,.171289241085035,.24187725631769,.497829625610418,.616773057451024,.689166314007617,5.29891304347826,11.5065243179122,85.9774212715389,95.9715639810426,42.1958456973294,9999,5,3,14,2,0,1,0,0,1948,1961,1990,3,2,0,3,0,1,1994,1,1924,100,1958,1960,1968,9999,1975,1,2,1954,0,0,1,1954,1,2,1,2,2,4,1,20,1,66,2,2,6,1,1,2,1,9,15,7,15,2,2,2,2,1,2,2, ,2,1,1,2,2,8888,1,2,2,7.1,8888,7000,6000,.680995475113122,.22068463219228,.26993006993007,.338461538461538,.386013986013986,.00778210116731518,.206225680933852,.766536964980545,.0897819581017529,.0316374519025224,.0885,.6224,.772727272727273,32.1440051430408,0,0,0,0,0,0,0,0,0,0,0,15.3862096187013,0,0,0,0,0,14.7072259191325,0,0,114.744147142527,0,0,0,0
87,157000,261000,420000,656000,868000,1135000,123000,210000,365000,593000,758000,1021000,2,1,79500,51936,9999,1,1926,1964,500,7,22804,2437,2793,6349,2030,0,0,1858,3,3,3,3,3,8888,8888,3,17110,23732,0,0,0,67055.45,21558.23,8888,100000,40000,8888,8888,1,1,1,1,850,9861,3100,1,1,1,5449,9999,9999,8411,19437983,.13179796637694,.188683120115005,.179417918371171,.307395458611698,.254175497801648,.348698104195307,.14844219026095,.240688415104033,.0337879000890388,.0195339557372541,.0052800113854693,.00334842551209073,.30949004383098,.264513228872335,.365387318993392,.366540524934681,.36769373087597,.292259313718354,.54206776590807,.494798356023632,.600824780917569,.613925519328065,.627026257738561,.704392260769555,.871978146117033,.864720399994885,.70829956889566,.787471551428974,.759670957512168,.766341000388073,.312888676118193,.277742417738569,.143631108584973,.0931332564962333,.0426354044074937,.0230014709626319,.48528073657477,.509465800263473,.575165374708251,.572635293412283,.570105212116314,.537891431642669,.201830587307037,.212791781997957,.281203516706776,.334231450091484,.387259383476192,.439107097394699,.30368251373564,.20973522527794,.1425172722255,.112971306151063,.160365516711374,.16815667541944,.0178903873223448,.0136775892334699,.104423212348452,.058005402463955,.0288665981109359,.0324432460641907,.366939506761447,.376604477855299,.126717417643966,.0895157647372461,.230155141744162,.32636840307156,.534912252627087,.632566715953326,4600,725,.199628679186594,.193409119145235,.261705994885277,.509767554125684,.641034178650492,.736906427020648,7.70498169310995,3.61444099161848,95.0153613769761,98.8590420223457,7.69552527374468,1353157,198,0,539,194,22,111,16,40,1588,1740,1878,400,646,59,44,343,123,1890,0,1959,95,1986,1986,1975,1960,1960,1,2,1987,0,0,1,1972,1,1,1,1,1,9,1,2,3,28,0,3,6,2,1,1,1,1,30,12,8,2,1,2,1,1,1,1, ,1,2,2,2,2,2,2,2,2,9.2,27.36,1436000,1239000,.768837280580089,.402862782741747,.0163750662324833,.451658940653032,.528267624497099,.00383362000734003,.2192680306159,.764544099895206,.228752878157433,.0374536249410704,.0962,.6773,.81167417673752,10.2544013273113,8.44199885654988,8.56708501479326,11.1500865371458,8.65934669833777,5.94934230980336,6.32047237181518,7.32654619253244,7.02037631295189,5.6468686093739,4.1415456953479,5.16286591978565,3.52909933772662,3.2820831587964,2.40373086839852,3.36440320572856,3.43957087666831,3.43480232117288,4.74143105003889,7.33982109385596,7.72722209846291,10.3370393849062,11.0948445300101,12.9154633966765,13.3624787515112,12.3525141483797
88,15000,19000,24000,30000,47000,53000,7000,10000,15000,20000,38000,46000,2,3,9076,14705,9999,1,1924,1929,9999,3,1900,0,100,150,0,0,0,6050,2,8888,2,2,8888,8888,8888,2,161.75,4497.85,0,0,0,5082.55,1890.19,8888,9999,9999,8888,8888,1,1,1,1,9999,9999,9999,3,2,3,184,0,184,2889,539103.2,.123208556149733,.0781942078364566,.102955596021852,.351542027816972,.100830329557158,.338067214629639,.352910238429172,.641304347826087,.145421903052065,.0812386229496313,.0170553428471981,.00707234418741712,.462186379928315,.1,.59245960502693,.558673241427492,.524886877828054,.474141741564756,.184903381642512,.258695652173913,.262118491921005,.360088135622877,.458057779324748,.518785914247827,.863475959417733,.885251671946498,.765022552015132,.810552816532046,.684626135569532,.696688891400158,.770290938313548,.756966560509554,.616006997594577,.45554633017691,.295085662759243,.117943548387097,.140400432332639,.153463375796178,.256724251038705,.313156985753798,.369589720468891,.437836021505376,.0893086293538123,.0895700636942675,.127268751366718,.231296684069292,.335324616771867,.444220430107527,.482010842779694,.325147534742052,.20968043356382,.275211778943122,.246807445121442,.230921160915126,.00665352390340069,.00361698077289168,.0484021678190992,.050322710770472,.0161088389950755,.0415317934931695,.652500778908535,.660090057661655,.310616469726115,.174913758977549,.1202142950369,.125986250031161,.357241000274801,.47582423796867,233,57,.054349006406776,.0960006925207756,.137953182986012,.332854602653536,.488576036556683,.602154786365313,10.5783931919804,3.56027482823235,98.2340349625402,99.1380842367159,9.47724039829303,18675,29,15,37,8,0,2,0,2,9999,1962,1984,28,12,1,11,3,3,9999,4,1973,95,1973,1973,1973,1973,1973,1,2,1986,9999,10,1,1940,1,2,2,2,2,5,1,5,1,670,0,0,0,2,2,2,2,9,19,6,18,2,1,2,1,1,1,1, ,8888,2,2,2,8888,8888,2,2,2,8.7,8888,59000,51000,.760548771863656,.372937843692718,.100314095013742,.399882214369847,.488614055751865,.00739074550128535,.429948586118252,.556233933161954,.169926598498027,.0994102422673851,.1283,.5026,.703073327748137,4.28173838578463,14.8197399304297,4.18721197750872,10.3518355912697,12.2843171849087,20.2466036322407,9.98411855064448,13.7855884435278,9.71146651914094,9.57794549534402,17.0032684060381,3.77642307740902,15.0973728428244,16.9751902027082,0,3.7681104809993,9.21354259604289,3.60453835298732,15.8644556944946,10.344200471567,10.1171907933564,19.7903259571436,14.5170115458525,14.1984270280194,32.2299661796471,30.2735775401922
89,22000,26000,30000,32000,37000,38000,4000,5000,6000,8000,10000,13000,2,3,25933,28367,6000,1,1937,1985,10,3,17809,5992,42,3749,0,0,0,586,3,3,3,3,8888,8888,8888,3,9700,21549,10000,0,0,20000,20000,8888,120000,20000,10000,8888,1,1,1,1,2000,7700,9999,1,2,2,100,30,70,125,46049,.0444961465755417,.104937492107589,.0828448180511006,.267439575555119,.098035649327028,.202698923227521,.576337148270476,.677496991576414,.474921630094044,.287561015447823,.100200400801603,.103019538188277,.0416698671172901,.0336943441636583,.14576802507837,.207653551617341,.269539078156313,.322557726465364,.381992984612233,.288808664259928,.379310344827586,.504785432934835,.630260521042084,.574422735346359,.944289693593315,.860533759685155,.783839779005525,.794333794866333,.761138478379858,.638042474607572,.897181137241536,.89065606361829,.860345349893971,.744924753788994,.629504157684016,.434776743558613,.0483161039084258,.0573700653223516,.0674038170251439,.127942746208907,.18848167539267,.323215971941184,.0545027588500378,.0519738710593582,.0722508330808846,.127132500002099,.182014166923314,.242007284500202,.559933097937186,.525767760643205,.507058437294813,.46179295624333,.380644233534656,.298065229408513,.0115220219290095,.00263608804534072,.0329940906106369,.0385272145144077,.0135174000575209,.0258706467661692,.835483994932039,.845885101070815,.495093296475466,.323544564657393,.0609027944468324,.0662135672655129,.209398756046994,.339103554868624,155,10,.025040151846985,.0358255451713396,.0617172514949791,.184534153188076,.422092728654674,.512243572601902,17.3392671966816,11.0112643969118,93.0911408540472,93.107817053085,46.620253164557,1050,70,6,79,21,0,4,1,0,1950,1962,1980,7,3,1,15,2,2,1973,4,1961,100,1964,1964,1966,1800,1890,1,2,1969,0,5,1,1958,1,2,1,1,2,9,1,10,5,67,1,4,5,2,1,1,1,5,3,12,12,2,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,8.8,60.17,37000,14000,.753758052970651,.20921702014139,.489145099963204,.311787072243346,.192567153195143,.155284147557328,.313808574277169,.528664007976072,.287898686679175,.0295497185741088,.3574,.3254,.626687360138598,32.0136591612421,7.99100343601872,5.31907421915052,5.31082562572284,2.65129491193101,5.29436679373147,5.27955181803862,5.26477829839016,5.2500461187816,0,0,0,2.72794766722064,0,5.70168053764794,5.82869466383004,8.60546276853527,8.47004846787724,5.55784335120273,8.20557891442176,2.69215237582447,7.94936718203663,26.0809236845041,5.13410361851714,15.5890399730135,10.3007828594973
90,22000,25000,32000,37000,43000,48000,1000,1000,1000,1000,1000,1000,3,4,5481,6150,9999,1,9999,9999,9999,1,3967,0,0,0,0,0,0,0,9999,8888,8888,8888,8888,8888,8888,8888,1020,3705,0,0,0,9999,9999,9999,9999,9999,8888,8888,1,1,2,1,9999,0,9999,1,8888,1,9999,9999,9999,9999,9999,.0989332164255444,.0995123237116119,.0964529484166946,.156617780191925,.105507289059049,.181712424383434,.59654997033144,.788844621513944,.384720327421555,.215386479500251,.0460526315789474,.0832214765100671,.106375914780594,.0106241699867198,.140518417462483,.140160524520715,.139802631578947,.148322147651007,.297074114887966,.200531208499336,.474761255115962,.644452995979033,.814144736842105,.768456375838926,.893165520269281,.893123971128277,.704016021924739,.739059080962801,.622759993873488,.567825263727347,.943732042968468,.957039557635049,.74043287327478,.561274977134583,.382117080994387,.288042146532713,.0333672123616989,.0222600311924004,.17361982434128,.30092378546655,.42822774659182,.496937025238912,.0229007446698333,.0207004111725507,.0859473023839398,.137801237398866,.189655172413793,.215020828228375,.701160007365126,.465572033898305,.424910607866508,.339242266249565,.24951950254381,.20472515060241,.00331430675750322,.000132415254237288,.0146007151370679,.0155254315838257,.00474844544940644,.00461219879518072,.850791361539705,.735090312084588,.428653098559341,.331933540259266,.0368294371189445,.0748771888588554,.135261833981249,.23060069381048,244,23,.00990786779760164,.0154352880392663,.0738287823679496,.243109765811694,.458904109589041,.570658682634731,13.8069657405102,20.383217707301,71.2862519371264,87.5894725250523,74.5828268316941,743.73,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,11,9999,31,0,0,8888,0,1968,99,9999,1968,1992,9999,8888,1,2,1995,0,9999,1,1995,1,2,2,2,2,1,2,8888,0,10,1,1,1,1,1,1,1,3,31,9999,9999,1,1,2,2,1,1,1, ,8888,1,1,2,8888,8888,1,1,2,2.1,8888,53000,1000,.687639836289222,.231667222566351,.28009955408068,.463756092502333,.248366690863839,.0337028824833703,.152106430155211,.811751662971175,.171472216918083,.00731971230348164,.2504,.3927,.707745494293195,2.3227185097438,13.6856968053016,17.9194524061092,15.3975587641865,8.64038122752955,6.36375206821942,6.33053096748723,10.4958054883095,2.08820271312225,10.3865076766811,10.3322863283187,8.26268974193804,4.12977580675974,6.19231100770984,0,6.18760828314495,2.02276162328103,3.96750834641288,7.78199581091661,7.63192582264848,11.2271247333558,11.0106180019263,8.9985720345179,7.06003302452156,3.54514359188086,12.241186345831
