COMMUN,MUNPOP50,MUNPOP60,MUNPOP70,MUNPOP80,MUNPOP90,MUNPOP00,COMPOP50,COMPOP60,COMPOP70,COMPOP80,COMPOP90,COMPOP00,POLCAT,METROCAT,CATTLE,PIGS,GRAINCAP,EJIDO,DTAWARD1,DTAWARDL,AWARDSZ,NAGRINST,HCTCORN,HCTWHEAT,HCTBEANS,HCTSORG,HCTPOTAT,HCTFORGE,HCTSUGAR,HCTOTHER,DISCORN,DISWHEAT,DISBEAN,DISSORG,DISPOTAT,DISFORGE,DISSUGAR,DISOTHER,HCTIRLND,HCTRNLND,HCTPASTR,HCTWOODS,HCTORCH,HCTPRIV,HCTEJIDO,HCTCMNL,PRCIRLND,PRCRNLND,PRCPASTR,PRCORCH,IRRIGATE,DAM,WELLSPRG,RESVOIR,HCTIRDAM,HCTIRWEL,HCTIRRES,FUNDDAM,FUNDWELL,FUNDRES,FACTORY,DURFACT,NDURFACT,MANUFPCS,MANPRDCT,LFPF50,LFPF60,LFPF70,LFPF80,LFPF90,LFPF00,AGRIF50,AGRIF60,AGRIF70,AGRIF80,AGRIF90,AGRIF00,MANUF50,MANUF60,MANUF70,MANUF80,MANUF90,MANUF00,SERVF50,SERVF60,SERVF70,SERVF80,SERVF90,SERVF00,LFPM50,LFPM60,LFPM70,LFPM80,LFPM90,LFPM00,AGRIM50,AGRIM60,AGRIM70,AGRIM80,AGRIM90,AGRIM00,MANUM50,MANUM60,MANUM70,MANUM80,MANUM90,MANUM00,SERVM50,SERVM60,SERVM70,SERVM80,SERVM90,SERVM00,SELF50,SELF60,SELF70,SELF80,SELF90,SELF00,OWNER50,OWNER60,OWNER70,OWNER80,OWNER90,OWNER00,LTMIN70,LTMIN80,LTMIN90,LTMIN00,MINX270,MINX280,MINX290,MINX200,DEATHS,CRIMES,ED6YR50,ED6YR60,ED6YR70,ED6YR80,ED6YR90,ED6YR00,CANTREAD,DIRTFLR,RUNWATER,ELECTRIC,NOPLMBNG,HSGINVST,CATHCHCH,PROTCHCH,PRIMSCH,SECONSCH,ACADEMY,PREPSCH,NORMSCH,UNIVERS,YRPRIM,YRSECON,YRPREP,DOCTROFF,GOVCLNCS,HOSPITAL,POSTOFFS,HOTELS,BANKS,YRBANK1,CAMBIOS,YRELEC,PCNTELEC,YRWATER,YRLIGHT,YRTELE,YRPOST,YRTGRAPH,MAJPAVED,MAJCOBB,YRPAVE,KMTOPAVE,MINTOHW,PAVETOHW,YRPAVEHW,TAXIS,TRAINSTN,PLAZA,MARKET,IMSSHOSP,PHARMACY,LENDERS,LENDRATE,VIDEO,SATDISH,BASEBALL,SOCCER,BASKETBL,BBLEAGUE,SCLEAGUE,BKLEAGUE,PARISH,PSMONTH,PSDAY,OSMONTH,OSDAY,SDCHANGE,SDRETURN,SDMASS,CPELEC,CPWATER,CPLIGHT,CPTELE,CPTGRAPH,CPPLAZA,MFELEC,MFWATER,MFLIGHT,MFPLAZA,MFMARKET,MFSPORTS,MFCHURCH,MFSCHOOL,MXWEIGHT,USWEIGHT,MUNPOP10,COMPOP10,LFPM10,LFPF10,AGRIM10,MANUM10,SERVM10,AGRIF10,MANUF10,SERVF10,SELF10,OWNER10,LTMIN10,MINX210,ED6YR10,horate90,horate91,horate92,horate93,horate94,horate95,horate96,horate97,horate98,horate99,horate00,horate01,horate02,horate03,horate04,horate05,horate06,horate07,horate08,horate09,horate10,horate11,horate12,horate13,horate14,horate15
11,10000,13000,16000,21000,24000,25000,6000,6000,11000,16000,20000,21000,2,2,17542,5937,0,1,1933,1933,5,1,3551,0,29,101,160,0,0,5,1,8888,1,1,1,8888,8888,1,563,3283,17915,0,0,0,27761,9999,15000,3000,1000,8888,1,2,1,1,0,363,200,8888,2,2,29,25,4,80,3924,.1191,.1768,.1505,.1695,.1885,.296576763485477,.2235,.4019,.144,.0868,.0296,.0205405405405405,.1888,.1371,.1399,.1171,.0942,.0922522522522523,.5877,.461,.7161,.7961,.8762,.887207207207207,.8904,.881,.6873,.6831,.6788,.67625044552691,.6668,.6841,.6013,.4405,.2798,.236353711790393,.1684,.1436,.184,.2426,.3013,.283478893740902,.1648,.1723,.2147,.3169,.4189,.480167394468704,.4754,.3065,.2496,.3279,.2615,.2452145627424,.0102,.0046,.1036,.0581,.0282,.0374077317652946,.3043,.3795,.203,.250577788590196,.2055,.2823,.4624,.401167741150712,135,54,.0849,.1406,.2229,.4586,.5742,.685942616127421,10.4,12.1,78.6,95.6,19.1,304,7,1,11,2,1,2,1,0,1955,1965,1987,30,3,3,12,9,3,1961,0,1940,90,1950,1940,1940,1935,1935,2,1,1960,0,0,1,1941,1,1,1,1,2,30,1,13,2,17,1,2,3,1,1,1,1,9,16,10,28,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,22.36,81.45,27273,23303,.713342007807026,.336215527441522,.238735818476499,.23646677471637,.522528363047002,.0177564825253664,.0749718151071026,.901352874859076,.250809220205983,.0411966650318784,.1936,.2328,.772018501740499,24.6436932681645,12.1482506104377,23.9542005799349,23.6167224328885,19.4033323651279,11.4779814056701,7.69697786148392,3.87111632086984,7.78775349982143,15.6670840002951,15.7591994326688,3.9296039187174,0,15.637164523067,11.6975224376102,3.88908334305604,7.68707668091014,15.1941068590622,30.0323377569414,25.9705507725494,14.6665200014667,3.62369014586299,3.58125315941652,21.2358789116774,10.3539908948595,3.39951047049225
12,26000,38000,59000,86000,61000,66000,1000,2000,6000,11000,12000,13000,3,3,34737,21585,9000,1,1937,1937,20,3,0,0,1607,0,0,0,0,1200,8888,8888,1,8888,8888,8888,8888,1,1550,1640,1100,2250,850,0,6250,9999,13000,7000,1500,10000,1,2,1,2,0,1550,0,8888,3,8888,15,15,0,173,11302,.0955,.1182,.1315,.1424,.1533,.286515001648533,.3547,.4669,.3299,.222,.114,.102230757866745,.1193,.0782,.1393,.1143,.0892,.093514551632442,.526,.4549,.5308,.6637,.7968,.804254690500813,.912,.9102,.7522,.7292,.7061,.707025920873124,.8157,.8307,.7818,.661,.5403,.445684340320592,.0971,.0688,.0818,.1308,.1798,.215228113440197,.0872,.1005,.1364,.2082,.2799,.339087546239211,.5763,.4653,.353,.3807,.3648,.268535968742818,.0057,.0028,.0756,.0818,.03,.0483566996092852,.194,.3923,.2534,.269771372653679,.2629,.2598,.4568,.406414020104973,256,152,.0525,.0865,.1503,.3756,.5115,.621394938198941,12.6,18.3,54.2,92.9,31.9,135,3,2,10,2,3,1,0,0,1955,1965,1987,15,3,0,13,8,1,1972,0,1966,90,1970,1970,1965,1970,1963,2,1,1975,0,0,1,1968,1,1,1,2,2,9,1,10,4,100,1,2,2,1,1,1,1,2,3,12,3,1,1,1,1,1,1,2,2,2,2,2,2,2,8888,2,2,2,13.47,68.06,70399,14077,.753167158712956,.323531601280429,.340761965403799,.226361031518625,.431974954897591,.0129391962970755,.0662739322533137,.917104986324427,.34789667896679,.0270848708487085,.1804,.4893,.727820474556036,49.2400617142107,24.414272358441,20.9822023302123,35.2115863502925,44.4402132277659,37.773265971009,14.0600674845081,24.8105549933635,7.69587671261387,10.694432365352,21.2304566064632,12.2458907710245,10.8160211974968,12.4775285446578,14.169358542896,15.8919348430671,9.32350854045578,9.11655423147696,13.371290543924,13.0744874485371,21.3071208397847,19.4452214016168,17.6554810797595,7.96780690517777,9.40015807731388,6.62076271186441
13,47000,52000,57000,64000,87000,95000,8000,9000,10000,12000,21000,25000,2,2,22431,704,2340,1,1936,1982,15,4,35301,10589,20845,0,0,0,0,54,3,1,1,8888,8888,8888,8888,1,13588,59169,151800,4640,20,127539,97018,9999,40000,6000,2250,40000,1,1,1,1,2168,6000,4600,2,3,3,84,30,54,148,4135,.0565,.0586,.1597,.1272,.0947,.146424727049054,.3442,.4415,.5152,.2862,.0573,.0834801762114537,.1071,.0827,.1245,.1307,.1368,.117400881057269,.5487,.4758,.3603,.5831,.8059,.799118942731277,.9562,.4925,.728,.701,.674,.560068111006449,.8205,.7737,.8399,.6909,.5419,.425214396650685,.1092,.1359,.0915,.2034,.3154,.344452697683841,.0703,.0903999999999999,.0686,.1057,.1427,.230332905665474,.3703,.5413,.4693,.5962,.3603,.317732884399551,.0066,.012,.0348,.0452,.0137,.0167789001122334,.5912,.8306,.5081,.414321014181349,.0519,.0527,.1557,.254941985388913,474,52,.0243,.0375,.0582,.1598,.379,.51348412353197,25.2,26.6,32.3,89,68.4,35,10,2,8,3,0,1,0,0,1900,1955,1978,12,13,2,24,5,2,1940,5,1920,95,1971,1920,1930,1890,1890,1,2,1980,0,0,1,1955,1,2,1,1,1,13,1,8,5,150,1,6,2,1,1,1,1,9,29,8888,8888,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,18.86,1,106952,28452,.743121341515143,.188923459863099,.455780246484985,.299600763756292,.242015275125846,.0643323442136498,.182077151335312,.750979228486647,.233300025905777,.0262018430109915,.3294,.36,.649470777118543,5.73289304714731,6.76213589650884,3.32340070324579,2.17781135100364,5.35166690394292,3.15623356128353,1.05139514054594,10.5071287035623,5.25015521452268,5.24674828951787,6.29201229039734,1.04749160499686,4.18526326484186,5.22570673611963,4.17587278622319,4.17118545090515,0,4.99130541422171,4.8835592506264,3.82251118297437,.934998878001346,4.57407635984221,4.47533682401643,9.63320326291938,8.04649965777751,8.8410294494691
14,10000,12000,13000,17000,21000,23000,4000,4000,5000,6000,7000,8000,2,3,2931,5569,0,1,1937,1937,5,0,3410,0,0,0,0,440,0,157,2,8888,8888,8888,8888,2,8888,3,0,8150,9109,13928,32,0,4860,9999,8888,6000,9999,9999,2,2,2,2,0,0,0,8888,8888,8888,7,7,0,57,1516,.0748,.0864,.1396,.102,.0644,.152815013404826,.3784,.5498,.2051,.1541,.1031,.0400320256204964,.1412,.0755,.6457,.5458,.4459,.506805444355484,.4804,.3747,.1492,.3001,.451,.453162530024019,.9036,.789,.7584,.7419,.7255,.692557950386336,.8339,.8733,.8396,.6404,.4412,.389734226009333,.1142,.0774,.1107,.2885,.4663,.477175897748022,.0519000000000001,.0493000000000001,.0497,.0711000000000001,.0924999999999999,.133089876242646,.6854,.5192,.4767,.6991,.6928,.482610192837466,.0008,.0022,.0208,.0873,.0095,.0137741046831956,.6837,.726,.4785,.445749255706252,.0396,.0938,.2464,.199139927224611,71,2,.0184,.0292,.1062,.3308,.3942,.481707317073171,28.8,49.4,7.1,89,85.9,0,8,1,2,1,0,0,0,0,1925,1969,8888,6,1,1,1,1,0,8888,0,1930,90,1972,1930,1960,8888,8888,2,1,1983,0,5,1,1987,1,2,1,2,2,5,1,14,3,30,0,3,1,2,1,1,1,8,25,8888,8888,2,1,1,2,1,2,2,8888,1,2,2,2,2,8888,2,2,2,7.21,1,27174,10283,.741329939548202,.13816415920777,.335523978685613,.465719360568384,.190763765541741,.0172043010752688,.431720430107527,.543010752688172,.425668449197861,.0228609625668449,.3434,.3041,.629222506650605,4.82509047044632,9.53286800530131,0,4.65125158007209,13.7841251818564,0,4.49138907200519,4.44442189940284,0,0,0,0,4.17747333149858,0,0,0,0,3.86368691689887,3.80145710660895,18.7011479503969,14.7199528961507,0,3.56240066618463,3.5050234711889,3.58530287461994,7.12402935100093
15,82000,127000,175000,246000,363000,440000,49000,84000,117000,170000,265000,319000,2,1,31679,60280,92000,1,1936,1984,6,6,19159,0,301,14779,0,0,0,3443,1,8888,1,1,8888,8888,8888,1,27561,19353,19170,3400,7871,13672,64968,9999,30000,7000,3000,9999,1,1,1,2,15542,12109,0,3,1,8888,691,272,419,585,51548,.1013,.1796,.1677,.1918,.2159,.300642555535157,.2159,.3397,.1883,.124,.0598,.0406140815246162,.2584,.1924,.3033,.293,.2826,.27646373742721,.5257,.4679,.5084,.583,.6576,.682922181048174,.8809,.8268,.681,.6863,.6916,.701985129068462,.5653,.505,.4191,.2989,.1786,.118764968740604,.2194,.2424,.2636,.3017,.3397,.366009683673575,.2153,.2526,.3173,.3994,.4817,.515225347585821,.4549,.3082,.2184,.2714,.2011,.191222196486352,.0065,.0073,.1,.0828,.0262,.0252258322629551,.391,.4732,.2221,.138083287190514,.2182,.2913,.3068,.490741473166452,1836,505,.1336,.2063,.2516,.5297,.6149,.721847028365971,12.9,10.6,63.8,93.8,31.3,33339,25,15,240,71,5,7,5,5,1900,1938,1955,100,8,25,74,35,44,1907,10,1900,97,1930,1910,1920,1826,1890,1,2,1942,0,0,1,1935,1,1,2,1,1,70,1,9,40,9999,1,12,15,1,1,1,1,12,12,2,15,2,1,1,2,1,2,2,2,8888,2,2,2,8888,2,2,2,2,10.05,1,529440,380941,.730746805175909,.337338386303389,.139692933501997,.311258278145695,.544666848558507,.0281501147070282,.214264071450214,.747543538170748,.207178759815924,.0428717109860701,.1005,.5998,.805665736684635,8.8174916991582,7.78825223458676,8.89954609504565,9.1841373460449,13.1782780938845,7.99730515050686,9.09097356710285,6.37657736578237,6.06169789132125,5.52368942870886,4.54407066938705,3.14865140727646,4.45254181424603,5.06859174446688,2.61771394637446,4.96649773376549,4.20459887913773,5.1168979088608,4.18464101206471,7.17815456021636,6.98851616802659,8.09110981489065,12.353120526429,7.66924184860635,10.6181835789286,16.7147214909532
16,82000,127000,175000,246000,363000,440000,1000,1000,1000,1000,1000,1000,3,4,31679,60280,92000,1,1936,1937,10,6,8999,0,61,11040,0,0,0,3443,1,8888,1,1,8888,8888,8888,1,27561,19353,19170,3400,7871,13672,64968,9999,30000,7000,3000,9999,1,1,1,2,15542,12109,0,3,1,8888,691,272,419,585,51548,.1013,.1796,.1677,.1918,.2159,.300642555535157,.2159,.3397,.1883,.124,.0598,.0406140815246162,.2584,.1924,.3033,.293,.2826,.27646373742721,.5257,.4679,.5084,.583,.6576,.682922181048174,.8809,.8268,.681,.6863,.6916,.701985129068462,.5653,.505,.4191,.2989,.1786,.118764968740604,.2194,.2424,.2636,.3017,.3397,.366009683673575,.2153,.2526,.3173,.3994,.4817,.515225347585821,.4549,.3082,.2184,.2714,.2011,.191222196486352,.0065,.0073,.1,.0828,.0262,.0252258322629551,.391,.4732,.2221,.138083287190514,.2182,.2913,.3068,.490741473166452,1836,505,.1336,.2063,.2516,.5297,.6149,.721847028365971,12.9,10.6,63.8,93.8,31.3,33339,25,15,240,71,5,7,5,5,1920,1938,1955,100,8,25,74,35,44,1907,10,1966,93,1976,1966,1984,1900,1910,2,2,9999,0,5,1,1935,2,1,2,2,1,70,1,9,40,9999,0,0,0,2,2,2,1,12,12,2,15,2,1,1,2,1,2,2,2,8888,2,2,2,8888,8888,2,2,2,1.43,1,529440,1261,.730746805175909,.337338386303389,.139692933501997,.311258278145695,.544666848558507,.0281501147070282,.214264071450214,.747543538170748,.207178759815924,.0428717109860701,.1005,.5998,.805665736684635,8.8174916991582,7.78825223458676,8.89954609504565,9.1841373460449,13.1782780938845,7.99730515050686,9.09097356710285,6.37657736578237,6.06169789132125,5.52368942870886,4.54407066938705,3.14865140727646,4.45254181424603,5.06859174446688,2.61771394637446,4.96649773376549,4.20459887913773,5.1168979088608,4.18464101206471,7.17815456021636,6.98851616802659,8.09110981489065,12.353120526429,7.66924184860635,10.6181835789286,16.7147214909532
17,28000,36000,42000,48000,55000,57000,14000,18000,21000,26000,31000,35000,2,2,328077,97149,6200,1,1924,1975,7,6,15000,0,0,300,0,0,7000,2750,1,8888,8888,1,8888,8888,1,1,6951,22687,30245,9500,50,14047,55386,9999,25000,12500,6000,9999,1,1,1,2,5837,1114,0,3,2,8888,33,30,3,79,54720,.0945,.1329,.1135,.1222,.1308,.227285267610815,.3296,.4938,.1932,.1115,.0298,.0177898702385936,.1431,.0728,.1391,.1333,.1275,.172457095018836,.5273,.4334,.6677,.7552,.8427,.80975303474257,.9142,.7563,.6758,.6645,.6532,.66115619677387,.7392,.7089,.6867,.5668,.4469,.341258087146309,.1134,.1311,.1507,.2045,.2583,.271416322394575,.1474,.16,.1626,.2287,.2948,.387325590459116,.5122,.3586,.2977,.4457,.2737,.196840257460503,.0075,.0032,.0546,.0596,.0177,.0340550029256875,.4428,.6096,.2781,.21159472207296,.1332,.1843,.4085,.465580034628933,87,45,.0713,.111,.1817,.46,.5902,.673242225226965,10,14.1,57.4,96.1,25.2,422,8,4,69,9,1,1,1,1,1905,1942,1968,5,4,1,4,4,5,1946,14,1905,95,1948,1905,1908,1852,1873,1,2,1959,0,0,1,1959,1,1,1,1,1,38,1,13,9999,650,0,3,7,2,1,1,1,5,15,12,12,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8.88,16.78,57340,36156,.722860248593979,.257389923233036,.345070422535211,.240525627994773,.407506897052418,.0147427392009435,.103936311366652,.870263895031697,.27848505832845,.0391519735790763,.2239,.5254,.755638666452516,21.9961506736321,10.927369001279,9.04759769575301,10.7873171152767,8.93163811564434,3.54968674014518,1.7727215545713,5.31180682706638,7.0739421215702,10.5982278939221,8.82129814223461,10.6822788977372,16.1698256607354,3.62612682460981,1.8296295244041,9.23173501227821,5.47621357552106,7.21879836475566,1.78422950612963,1.76399160618546,3.48796651552145,8.62100928565854,8.52322415053914,18.5384059486633,11.6257728711758,4.92198651375695
18,9000,10000,14000,14000,14000,13000,3000,3000,6000,8000,8000,7000,2,3,17976,5336,0,1,1939,1957,5,1,5417,0,30,0,0,146,0,699,2,8888,2,8888,8888,2,8888,3,445,7071,17922,0,1860,23550,3547,9999,45000,7500,9999,9999,1,1,2,2,60,0,0,1,8888,8888,14,12,2,22,688,.0931,.1331,.1128,.1213,.1299,.255121762659451,.4612,.7558,.2021,.1095,.0169,.0229430379746835,.0567,.0207,.1269,.0965,.0662,.0680379746835443,.4821,.2235,.671,.794,.9169,.909018987341772,.8943,.8874,.7041,.6426,.5811,.60422469823584,.8406,.8316,.6539,.4919,.3298,.209413641802952,.0826,.0697,.1572,.2378,.3185,.327881930594336,.0768,.0987,.1889,.2703,.3517,.462704427602712,.5504,.4328,.2367,.4702,.3558,.261748633879781,.002,.0015,.0781,.0439,.0224,.05,.4787,.5907,.2984,.25531914893617,.1699,.1924,.3721,.408619749045281,96,9,.0668,.1143,.1838,.3657,.5096,.594614729672201,11.3,9.8,61.5,97.5,23,0,17,3,18,4,1,1,2,0,1920,1941,1970,25,3,1,17,4,2,1959,1,1961,25,1955,1948,1965,1900,1908,1,2,1958,0,0,1,1963,1,2,1,1,1,10,1,15,5,9999,2,2,2,1,1,2,1,1,12,7,25,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4.7,56.42,12284,6035,.689236876929863,.328857754426931,.203570072161033,.282947208507406,.509684770224079,.0113571834185122,.0511073253833049,.934696195343555,.281855020261144,.0427735254389914,.1969,.421,.696574562765187,7.3882526782416,7.46946797885724,0,0,7.71850979387387,7.80335544284042,0,0,7.85718817030086,7.87521481416568,7.89328281632331,8.03326461159825,8.17572888513532,0,0,0,8.52071039602149,0,8.32852317291548,16.4681225800873,0,8.0483395249949,15.9141109548453,23.6004203130914,7.963278307189,31.6781499960402
19,107000,153000,218000,353000,493000,621000,63000,100000,161000,298000,428000,550000,1,1,27970,37950,35800,1,1934,1940,7,6,97161,2747,2603,11782,0,120,0,627,3,1,3,1,8888,3,8888,3,3282,111767,0,0,0,65614,49435,9999,22000,9000,8888,8888,1,1,2,2,3282,0,0,3,8888,8888,1270,281,989,1223,385522,.1689,.2122,.1842,.2142,.2441,.352588322842448,.1282,.2351,.0572,.0319,.0065,.00496721151022805,.1189,.1208,.1578,.1349,.112,.107688166780855,.7529,.6441,.785,.8332,.8815,.887344621708916,.8416,.8992,.5984,.6282,.658,.692446852386487,.4847,.4686,.3163,.2055,.0948,.0537460315225578,.228,.2276,.2797,.3068,.334,.316351886918631,.2873,.3038,.404,.4877,.5712,.629902081558811,.4234,.3284,.2241,.2552,.2317,.23340881771647,.0142,.0058,.0944,.0729,.0296,.0324777936350007,.3602,.3584,.2014,.150570814337077,.2674,.4018,.3851,.560125467956559,2260,1102,.1669,.2537,.3668,.6647,.6967,.787596009689999,8.2,12.6,79,96.7,12.5,38807,33,2,74,8,8,5,8,4,1820,1820,1820,210,15,16,197,62,37,1900,27,1910,95,1900,1910,1920,1850,1900,1,2,1934,0,0,1,1942,1,1,1,1,1,120,1,10,20,9999,7,75,25,1,1,1,1,12,12,9,30,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,17.89,1,729279,597511,.721797807607457,.408534586199321,.0713554469159052,.290606198299601,.630877627105654,.0160985939202778,.0820257471182897,.893556132439065,.301033720192687,.0162583786193064,.1123,.5843,.849523471578547,25.9687036544864,21.4202238250842,24.1745519403969,28.9475338733181,21.2527965921362,22.4889760769192,36.669643479787,15.4702721032827,9.11831753876577,8.00921588684439,9.66912262381311,11.220633348055,7.7491172469245,7.90330561823174,5.66385640599172,10.0855812729758,10.5347829616817,8.97623412932795,14.0670979757575,16.8050872827575,10.8326168722807,12.3196557998088,14.1681758008429,20.5865494572234,18.8789372863374,19.2411592607317
20,5000,5000,5000,5000,5000,5000,2000,2000,3000,3000,2000,3000,3,3,0,0,0,1,1938,1940,5,0,775,0,127,460,40,0,0,139,1,8888,3,1,1,8888,8888,1,603,3249,5972,900,47,3470,7254,9999,9999,9999,9999,9999,1,2,1,2,0,603,0,8888,3,8888,8,1,7,7,180,.0947,.1873,.1507,.1323,.113938053097345,.320213799805637,.4477,.7682,.2757,.1738,.0718232044198895,.0736196319018405,.1149,.0662,.1636,.1729,.18232044198895,.294478527607362,.4374,.1656,.5607,.6533,.74585635359116,.631901840490798,.9214,.8292,.7709,.7371,.703296703296703,.718387631143015,.8971,.9368,.8581,.7614,.664756446991404,.507042253521127,.0405,.0284,.0581,.1117,.16523400191022,.257433489827856,.0624,.0348000000000001,.0838,.1269,.170009551098376,.235524256651017,.4046,.2821,.2808,.577,.430452674897119,.322561692126909,.0056,.0032,.0468,.0465,.011522633744856,.0158636897767333,.8698,.7604,.45221843003413,.461413923367512,.0408,.0787,.186860068259386,.222342147868322,53,1,.0223,.036,.1583,.3839,.52224253503961,.617203742203742,12.6,38.8,81.4,86.7,35.6,0,9,1,12,2,0,0,0,0,1900,1975,8888,5,3,0,2,0,0,8888,0,1953,80,1968,1968,1950,1910,8888,2,1,8888,2,5,1,1972,1,2,1,2,2,3,1,9,4,80,0,2,2,2,2,2,1,1,17,1,18,2,1,1,2,1,1,2,8888,1,2,2,2,1,8888,2,2,2,5.46,1,5545,2875,.767185148018063,.337188612099644,.566666666666667,.136904761904762,.286904761904762,.279352226720648,.0688259109311741,.6417004048583,.442946557534906,.0163697640828117,.2389,.3997,.728148496240602,19.9084212621939,0,19.8375233346916,19.8021691079262,0,0,19.4156969198105,0,18.7988881738957,0,0,18.5000620902707,37.6066824321446,0,0,0,0,0,37.3987671130859,18.3638133385854,0,106.263784705452,86.9640212595737,0,0,0
21,5000,5000,5000,5000,5000,5000,1000,1000,1000,1000,2000,2000,3,4,0,0,0,1,1938,1940,5,0,775,0,127,460,40,0,0,139,1,8888,3,1,1,8888,8888,1,603,3249,5972,900,47,3470,7254,9999,9999,9999,9999,9999,1,2,1,2,0,603,0,8888,3,8888,8,1,7,7,180,.0947,.1873,.1507,.1323,.113938053097345,.320213799805637,.4477,.7682,.2757,.1738,.0718232044198895,.0736196319018405,.1149,.0662,.1636,.1729,.18232044198895,.294478527607362,.4374,.1656,.5607,.6533,.74585635359116,.631901840490798,.9214,.8292,.7709,.7371,.703296703296703,.718387631143015,.8971,.9368,.8581,.7614,.664756446991404,.507042253521127,.0405,.0284,.0581,.1117,.16523400191022,.257433489827856,.0624,.0348000000000001,.0838,.1269,.170009551098376,.235524256651017,.4046,.2821,.2808,.577,.430452674897119,.322561692126909,.0056,.0032,.0468,.0465,.011522633744856,.0158636897767333,.8698,.7604,.45221843003413,.461413923367512,.0408,.0787,.186860068259386,.222342147868322,53,1,.0223,.036,.1583,.3839,.52224253503961,.617203742203742,12.6,38.8,81.4,86.7,35.6,0,9,1,12,2,0,0,0,0,1900,1975,8888,5,3,0,2,0,0,8888,0,1953,80,1968,1968,1950,1910,8888,2,1,8888,2,5,1,1972,1,2,1,2,2,3,1,9,4,80,0,2,2,2,2,2,1,1,17,1,18,2,1,1,2,1,1,2,8888,1,2,2,2,1,8888,2,2,2,4.66,1,5545,2215,.767185148018063,.337188612099644,.566666666666667,.136904761904762,.286904761904762,.279352226720648,.0688259109311741,.6417004048583,.442946557534906,.0163697640828117,.2389,.3997,.728148496240602,19.9084212621939,0,19.8375233346916,19.8021691079262,0,0,19.4156969198105,0,18.7988881738957,0,0,18.5000620902707,37.6066824321446,0,0,0,0,0,37.3987671130859,18.3638133385854,0,106.263784705452,86.9640212595737,0,0,0
22,8000,11000,12000,12000,12000,11000,5000,7000,8000,8000,7000,7000,2,3,2868,11700,7155,1,1938,1977,6,1,2410,562,49,1484,0,0,0,561,1,1,1,1,8888,8888,8888,1,2143,4478,2753,5518,0,2603,12465,9999,12000,7500,3000,8888,1,1,1,2,2143,10,0,1,2,8888,5,1,4,10,118,.0689,.1061,.0689,.0735,.0780952380952381,.168892380204242,.6968,.7201,.3232,.3742,.425219941348974,.164227642276423,.0435,.0462,.2256,.1876,.149560117302053,.180487804878049,.2597,.2337,.4512,.4382,.425219941348974,.655284552845528,.9042,.845,.7237,.6506,.577537058152794,.606415792720543,.8332,.856,.8359,.7577,.67953667953668,.503455608718767,.081,.0599,.0702,.1005,.130722559293988,.247208931419458,.0857999999999999,.0841,.0939,.1418,.189740761169333,.249335459861776,.5254,.3408,.2823,.442,.325484764542936,.268576172685762,.0039,.0006,.0434,.0817,.0143120960295476,.0377750103777501,.3872,.6537,.455244371224602,.335814722911497,.1321,.137,.295442064799561,.343672456575682,69,0,.0332,.0549,.1039,.2907,.427710102128707,.544469783352338,16.8,19.8,67.5,96.9,27.9,0,9,1,11,4,1,0,0,0,1905,1968,8888,8,2,0,3,0,1,1978,10,1920,95,1948,1920,1960,1930,1930,2,1,1972,0,5,2,8888,1,1,1,2,2,7,1,10,3,30,0,3,4,2,1,2,1,12,12,2,12,2,1,1,2,1,2,2,2,1,2,2,2,2,8888,2,1,2,9.63,1,9975,6246,.748070562293275,.207187112763321,.567151034786438,.206516952884192,.219726992514311,.254801536491677,.0755441741357234,.669654289372599,.231568998109641,.0422180214240706,.3368,.3506,.56721268850754,8.01796023091725,0,8.39966958625475,0,26.3986526970519,18.0131495992074,9.02863798546705,0,0,27.2854570765705,0,0,0,0,30.3878659992113,0,10.3233786103506,0,20.3462544363328,0,10.0250626566416,9.95184047289535,19.7583061951926,29.4209898736506,9.80318646443693,0
